station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFPG,2026-03-05 10:30,57.20,42.80,58.52,150.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 051030Z 15007KT 090V200 CAVOK 14/06 Q1018 NOSIG,M
LFPG,2026-03-05 11:00,59.00,42.80,54.86,120.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 051100Z 12008KT CAVOK 15/06 Q1018 NOSIG,M
LFPG,2026-03-05 11:30,59.00,44.60,58.78,140.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 051130Z 14007KT 100V180 CAVOK 15/07 Q1018 NOSIG,M
LFPG,2026-03-05 12:00,60.80,44.60,55.13,150.00,8.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 051200Z 15008KT 110V180 CAVOK 16/07 Q1017 NOSIG,M
LFPG,2026-03-05 12:30,62.60,44.60,51.73,160.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051230Z 16005KT 100V200 CAVOK 17/07 Q1017 NOSIG,M
LFPG,2026-03-05 13:00,62.60,42.80,48.29,M,2.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051300Z VRB02KT CAVOK 17/06 Q1017 NOSIG,M
LFPG,2026-03-05 13:30,64.40,44.60,48.57,130.00,3.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFPG 051330Z 13003KT 010V170 CAVOK 18/07 Q1016 NOSIG,M
LFPG,2026-03-05 14:00,64.40,44.60,48.57,150.00,4.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFPG 051400Z 15004KT 110V210 CAVOK 18/07 Q1016 NOSIG,M
LFPG,2026-03-05 14:30,62.60,44.60,51.73,M,5.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051430Z VRB05KT CAVOK 17/07 Q1016 NOSIG,M
LFPG,2026-03-05 15:00,62.60,44.60,51.73,110.00,7.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051500Z 11007KT 070V140 CAVOK 17/07 Q1015 NOSIG,M
LFPG,2026-03-05 15:30,64.40,44.60,48.57,100.00,9.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFPG 051530Z 10009KT 070V140 CAVOK 18/07 Q1015 NOSIG,M
LFPG,2026-03-05 16:00,62.60,44.60,51.73,110.00,9.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051600Z 11009KT CAVOK 17/07 Q1015 NOSIG,M
LFPG,2026-03-05 16:30,62.60,44.60,51.73,130.00,9.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051630Z 13009KT CAVOK 17/07 Q1015 NOSIG,M
LFPG,2026-03-05 17:00,62.60,44.60,51.73,150.00,8.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 051700Z 15008KT CAVOK 17/07 Q1015 NOSIG,M
LFPG,2026-03-05 17:30,60.80,46.40,59.02,150.00,5.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 051730Z 15005KT CAVOK 16/08 Q1016 NOSIG,M
LFPG,2026-03-05 18:00,60.80,46.40,59.02,M,3.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 051800Z VRB03KT CAVOK 16/08 Q1016 NOSIG,M
LFPG,2026-03-05 18:30,60.80,46.40,59.02,110.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 051830Z 11006KT CAVOK 16/08 Q1016 NOSIG,M
LFPG,2026-03-05 19:00,59.00,46.40,62.93,120.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 051900Z 12006KT CAVOK 15/08 Q1016 NOSIG,M
LFPG,2026-03-05 19:30,59.00,46.40,62.93,110.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 051930Z 11006KT CAVOK 15/08 Q1016 NOSIG,M
LFPG,2026-03-05 20:00,59.00,46.40,62.93,110.00,7.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 052000Z 11007KT CAVOK 15/08 Q1016 NOSIG,M
LFPG,2026-03-05 20:30,57.20,46.40,67.13,120.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 052030Z 12006KT CAVOK 14/08 Q1016 NOSIG,M
LFPG,2026-03-05 21:00,57.20,46.40,67.13,120.00,6.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 052100Z 12006KT CAVOK 14/08 Q1016 NOSIG,M
LFPG,2026-03-05 21:30,57.20,46.40,67.13,140.00,6.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 052130Z 14006KT CAVOK 14/08 Q1017 NOSIG,M
LFPG,2026-03-05 22:00,55.40,46.40,71.65,140.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 052200Z 14007KT CAVOK 13/08 Q1017 NOSIG,M
LFPG,2026-03-05 22:30,55.40,46.40,71.65,140.00,6.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 052230Z 14006KT CAVOK 13/08 Q1017 NOSIG,M
LFPG,2026-03-05 23:00,55.40,46.40,71.65,150.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 052300Z 15005KT CAVOK 13/08 Q1017 NOSIG,M
LFPG,2026-03-05 23:30,53.60,44.60,71.45,150.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 052330Z 15007KT CAVOK 12/07 Q1017 NOSIG,M
LFPG,2026-03-06 00:00,53.60,46.40,76.51,150.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060000Z 15005KT CAVOK 12/08 Q1017 NOSIG,M
LFPG,2026-03-06 00:30,53.60,44.60,71.45,170.00,5.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060030Z 17005KT CAVOK 12/07 Q1017 NOSIG,M
LFPG,2026-03-06 01:00,53.60,44.60,71.45,M,2.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060100Z VRB02KT CAVOK 12/07 Q1017 NOSIG,M
LFPG,2026-03-06 01:30,50.00,42.80,76.17,70.00,3.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060130Z 07003KT CAVOK 10/06 Q1017 NOSIG,M
LFPG,2026-03-06 02:00,50.00,44.60,81.60,120.00,5.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060200Z 12005KT 9000 NSC 10/07 Q1018 NOSIG,M
LFPG,2026-03-06 02:30,50.00,44.60,81.60,110.00,3.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060230Z 11003KT 9000 NSC 10/07 Q1018 NOSIG,M
LFPG,2026-03-06 03:00,50.00,44.60,81.60,100.00,5.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060300Z 10005KT CAVOK 10/07 Q1018 NOSIG,M
LFPG,2026-03-06 03:30,50.00,44.60,81.60,100.00,6.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060330Z 10006KT CAVOK 10/07 Q1018 NOSIG,M
LFPG,2026-03-06 04:00,48.20,44.60,87.28,100.00,3.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,LFPG 060400Z 10003KT CAVOK 09/07 Q1018 NOSIG,M
LFPG,2026-03-06 04:30,48.20,44.60,87.28,70.00,5.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.63,LFPG 060430Z 07005KT CAVOK 09/07 Q1018 NOSIG,M
LFPG,2026-03-06 05:00,50.00,44.60,81.60,130.00,4.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060500Z 13004KT CAVOK 10/07 Q1018 NOSIG,M
LFPG,2026-03-06 05:30,51.80,44.60,76.34,M,3.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 060530Z VRB03KT CAVOK 11/07 Q1018 NOSIG,M
LFPG,2026-03-06 06:00,51.80,44.60,76.34,160.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 060600Z 16005KT CAVOK 11/07 Q1019 NOSIG,M
LFPG,2026-03-06 06:30,50.00,44.60,81.60,M,2.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 060630Z VRB02KT CAVOK 10/07 Q1019 NOSIG,M
LFPG,2026-03-06 07:00,51.80,44.60,76.34,150.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 060700Z 15004KT 110V170 CAVOK 11/07 Q1019 NOSIG,M
LFPG,2026-03-06 07:30,51.80,44.60,76.34,130.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 060730Z 13004KT CAVOK 11/07 Q1019 NOSIG,M
LFPG,2026-03-06 08:00,53.60,44.60,71.45,110.00,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060800Z 11002KT CAVOK 12/07 Q1020 NOSIG,M
LFPG,2026-03-06 08:30,53.60,44.60,71.45,130.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060830Z 13003KT CAVOK 12/07 Q1020 NOSIG,M
LFPG,2026-03-06 09:00,53.60,44.60,71.45,M,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060900Z VRB02KT CAVOK 12/07 Q1020 NOSIG,M
LFPG,2026-03-06 09:30,53.60,46.40,76.51,M,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 060930Z VRB02KT CAVOK 12/08 Q1020 NOSIG,M
LFPG,2026-03-06 10:00,55.40,48.20,76.67,50.00,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,COR LFPG 061000Z 05003KT 020V090 CAVOK 13/09 Q1020 NOSIG,M
LFPG,2026-03-06 10:30,57.20,46.40,67.13,150.00,5.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 061030Z 15005KT 100V190 CAVOK 14/08 Q1020 NOSIG,M
LFPG,2026-03-06 11:00,59.00,46.40,62.93,150.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 061100Z 15004KT 090V170 CAVOK 15/08 Q1020 NOSIG,M
LFPG,2026-03-06 12:00,59.00,46.40,62.93,M,3.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 061200Z VRB03KT CAVOK 15/08 Q1021 NOSIG,M
LFPG,2026-03-06 12:30,60.80,46.40,59.02,260.00,3.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061230Z 26003KT 200V330 CAVOK 16/08 Q1021 NOSIG,M
LFPG,2026-03-06 13:00,60.80,48.20,63.16,270.00,4.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061300Z 27004KT 230V310 CAVOK 16/09 Q1020 NOSIG,M
LFPG,2026-03-06 13:30,60.80,48.20,63.16,M,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061330Z VRB03KT CAVOK 16/09 Q1020 NOSIG,M
LFPG,2026-03-06 14:00,60.80,46.40,59.02,M,1.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061400Z VRB01KT CAVOK 16/08 Q1020 NOSIG,M
LFPG,2026-03-06 14:30,62.60,48.20,59.27,M,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 061430Z VRB03KT CAVOK 17/09 Q1020 NOSIG,M
LFPG,2026-03-06 15:00,60.80,48.20,63.16,M,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061500Z VRB02KT CAVOK 16/09 Q1020 NOSIG,M
LFPG,2026-03-06 15:30,62.60,48.20,59.27,M,2.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 061530Z VRB02KT CAVOK 17/09 Q1020 NOSIG,M
LFPG,2026-03-06 16:00,62.60,48.20,59.27,M,3.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 061600Z VRB03KT CAVOK 17/09 Q1020 NOSIG,M
LFPG,2026-03-06 16:30,60.80,48.20,63.16,M,2.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061630Z VRB02KT CAVOK 16/09 Q1021 NOSIG,M
LFPG,2026-03-06 17:00,60.80,48.20,63.16,M,2.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 061700Z VRB02KT CAVOK 16/09 Q1021 NOSIG,M
LFPG,2026-03-06 17:30,59.00,48.20,67.34,M,3.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 061730Z VRB03KT CAVOK 15/09 Q1021 NOSIG,M
LFPG,2026-03-06 18:00,59.00,46.40,62.93,M,2.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 061800Z VRB02KT CAVOK 15/08 Q1021 NOSIG,M
LFPG,2026-03-06 18:30,59.00,48.20,67.34,M,3.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 061830Z VRB03KT CAVOK 15/09 Q1022 NOSIG,M
LFPG,2026-03-06 19:00,57.20,48.20,71.84,20.00,4.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 061900Z 02004KT 360V130 CAVOK 14/09 Q1022 NOSIG,M
LFPG,2026-03-06 19:30,57.20,48.20,71.84,10.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 061930Z 01005KT 360V140 CAVOK 14/09 Q1022 NOSIG,M
LFPG,2026-03-06 20:00,57.20,48.20,71.84,20.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 062000Z 02005KT 360V100 CAVOK 14/09 Q1022 NOSIG,M
LFPG,2026-03-06 20:30,57.20,50.00,76.83,10.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 062030Z 01005KT CAVOK 14/10 Q1023 NOSIG,M
LFPG,2026-03-06 21:00,55.40,48.20,76.67,10.00,4.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 062100Z 01004KT 350V130 CAVOK 13/09 Q1023 NOSIG,M
LFPG,2026-03-06 21:30,55.40,48.20,76.67,360.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 062130Z 36005KT 330V080 CAVOK 13/09 Q1023 NOSIG,M
LFPG,2026-03-06 22:00,53.60,48.20,81.87,10.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 062200Z 01006KT CAVOK 12/09 Q1023 NOSIG,M
LFPG,2026-03-06 22:30,53.60,48.20,81.87,20.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 062230Z 02006KT 010V090 CAVOK 12/09 Q1023 NOSIG,M
LFPG,2026-03-06 23:00,51.80,48.20,87.47,20.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 062300Z 02006KT 360V120 CAVOK 11/09 Q1023 NOSIG,M
LFPG,2026-03-06 23:30,53.60,48.20,81.87,10.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 062330Z 01006KT 330V090 CAVOK 12/09 Q1023 NOSIG,M
LFPG,2026-03-07 00:00,53.60,48.20,81.87,10.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 070000Z 01006KT 010V110 CAVOK 12/09 Q1023 NOSIG,M
LFPG,2026-03-07 00:30,51.80,48.20,87.47,20.00,7.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 070030Z 02007KT 010V090 8000 NSC 11/09 Q1023 NOSIG,M
LFPG,2026-03-07 01:00,51.80,48.20,87.47,20.00,7.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 070100Z 02007KT 8000 NSC 11/09 Q1023 NOSIG,M
LFPG,2026-03-07 01:30,51.80,48.20,87.47,10.00,7.00,0.00,30.21,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 070130Z 01007KT 7000 NSC 11/09 Q1023 NOSIG,M
LFPG,2026-03-07 02:00,51.80,48.20,87.47,20.00,6.00,0.00,30.21,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 070200Z 02006KT 010V130 6000 NSC 11/09 Q1023 BECMG 3000 BR,M
LFPG,2026-03-07 02:30,50.00,48.20,93.50,10.00,8.00,0.00,30.21,M,3.11,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,50.00,LFPG 070230Z 01008KT 5000 BR NSC 10/09 Q1023 BECMG 3000,M
LFPG,2026-03-07 03:00,50.00,48.20,93.50,10.00,6.00,0.00,30.21,M,2.49,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,50.00,LFPG 070300Z 01006KT 4000 BR NSC 10/09 Q1023 BECMG 3000,M
LFPG,2026-03-07 03:30,50.00,48.20,93.50,10.00,7.00,0.00,30.21,M,2.49,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,50.00,LFPG 070330Z 01007KT 4000 BR NSC 10/09 Q1023 TEMPO 0800 BCFG,M
LFPG,2026-03-07 04:00,48.20,48.20,100.00,10.00,7.00,0.00,30.21,M,2.49,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.53,LFPG 070400Z 01007KT 4000 BR NSC 09/09 Q1023 TEMPO 0800 BCFG,M
LFPG,2026-03-07 04:30,48.20,48.20,100.00,10.00,7.00,0.00,30.21,M,1.86,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.53,LFPG 070430Z 01007KT 3000 BR NSC 09/09 Q1023 TEMPO 0800 BCFG,M
LFPG,2026-03-07 05:00,48.20,48.20,100.00,10.00,7.00,0.00,30.21,M,1.86,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.53,LFPG 070500Z 01007KT 3000 BR NSC 09/09 Q1023 TEMPO 0600 BCFG,M
LFPG,2026-03-07 05:30,48.20,46.40,93.45,20.00,8.00,0.00,30.21,M,1.55,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.07,LFPG 070530Z 02008KT 010V090 2500 BR NSC 09/08 Q1023 TEMPO 0600 BCFG,M
LFPG,2026-03-07 06:00,48.20,46.40,93.45,10.00,8.00,0.00,30.21,M,1.55,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.07,LFPG 070600Z 01008KT 350V110 2500 BR NSC 09/08 Q1023 TEMPO 0600 BCFG,M
LFPG,2026-03-07 06:30,48.20,46.40,93.45,20.00,9.00,0.00,30.21,M,1.37,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,43.66,LFPG 070630Z 02009KT 360V130 2200 BR NSC 09/08 Q1023 TEMPO 0600 BCFG,M
LFPG,2026-03-07 07:00,48.20,46.40,93.45,20.00,9.00,0.00,30.21,M,1.24,M,NSC,M,M,M,M,M,M,M,BCFG BR,M,M,M,M,M,M,43.66,COR LFPG 070700Z VRB09KT 2000 0900NW R27L/P2000 R09R/1400U R26R/P2000 R08L/P2000 R26L/P2000 R08R/P2000 R27R/P2000 R09L/1300U BCFG BR NSC 09/08 Q1023 TEMPO 0600 BCFG,M
LFPG,2026-03-07 07:30,48.20,46.40,93.45,M,8.00,0.00,30.21,M,1.37,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,44.07,LFPG 070730Z VRB08KT 2200 BR NSC 09/08 Q1023 NOSIG,M
LFPG,2026-03-07 08:00,50.00,48.20,93.50,30.00,8.00,0.00,30.24,M,1.55,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,50.00,LFPG 070800Z 03008KT 340V100 2500 BR NSC 10/09 Q1024 NOSIG,M
LFPG,2026-03-07 08:30,50.00,48.20,93.50,30.00,8.00,0.00,30.24,M,1.86,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,50.00,LFPG 070830Z 03008KT 010V120 3000 BR NSC 10/09 Q1024 NOSIG,M
LFPG,2026-03-07 09:00,51.80,48.20,87.47,30.00,6.00,0.00,30.24,M,2.49,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,51.80,LFPG 070900Z 03006KT 340V090 4000 BR NSC 11/09 Q1024 NOSIG,M
LFPG,2026-03-07 09:30,51.80,48.20,87.47,20.00,4.00,0.00,30.24,M,2.49,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,51.80,LFPG 070930Z 02004KT 4000 BR NSC 11/09 Q1024 NOSIG,M
LFPG,2026-03-07 10:00,53.60,50.00,87.56,40.00,5.00,0.00,30.24,M,3.11,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,53.60,LFPG 071000Z 04005KT 010V070 5000 BR NSC 12/10 Q1024 NOSIG,M
LFPG,2026-03-07 10:30,55.40,50.00,82.00,50.00,7.00,0.00,30.24,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 071030Z 05007KT 010V080 6000 NSC 13/10 Q1024 NOSIG,M
LFPG,2026-03-07 11:00,55.40,50.00,82.00,50.00,5.00,0.00,30.24,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 071100Z 05005KT 010V100 6000 NSC 13/10 Q1024 NOSIG,M
LFPG,2026-03-07 11:30,57.20,48.20,71.84,40.00,6.00,0.00,30.24,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 071130Z 04006KT 360V060 7000 NSC 14/09 Q1024 NOSIG,M
LFPG,2026-03-07 12:00,57.20,48.20,71.84,30.00,5.00,0.00,30.24,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFPG 071200Z 03005KT 340V060 7000 NSC 14/09 Q1024 NOSIG,M
LFPG,2026-03-07 12:30,59.00,50.00,72.02,20.00,5.00,0.00,30.24,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFPG 071230Z 02005KT 340V070 7000 NSC 15/10 Q1024 NOSIG,M
LFPG,2026-03-07 13:00,60.80,50.00,67.55,360.00,4.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 071300Z 36004KT 330V050 8000 NSC 16/10 Q1023 NOSIG,M
LFPG,2026-03-07 13:30,60.80,50.00,67.55,20.00,5.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 071330Z 02005KT 330V090 8000 NSC 16/10 Q1023 NOSIG,M
LFPG,2026-03-07 14:00,62.60,48.20,59.27,10.00,4.00,0.00,30.21,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 071400Z 01004KT 330V050 8000 NSC 17/09 Q1023 NOSIG,M
LFPG,2026-03-07 14:30,62.60,48.20,59.27,10.00,7.00,0.00,30.18,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 071430Z 01007KT 350V120 8000 NSC 17/09 Q1022 NOSIG,M
LFPG,2026-03-07 15:00,62.60,48.20,59.27,360.00,7.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 071500Z 36007KT 280V030 9000 NSC 17/09 Q1022 NOSIG,M
LFPG,2026-03-07 15:30,62.60,48.20,59.27,10.00,7.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 071530Z 01007KT 340V060 9000 NSC 17/09 Q1022 NOSIG,M
LFPG,2026-03-07 16:00,62.60,48.20,59.27,10.00,7.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFPG 071600Z 01007KT 350V130 9000 NSC 17/09 Q1022 NOSIG,M
LFPG,2026-03-07 16:30,60.80,50.00,67.55,10.00,8.00,0.00,30.18,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFPG 071630Z 01008KT 350V080 9000 NSC 16/10 Q1022 NOSIG,M
