station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFPG,2026-03-10 22:30,53.60,44.60,71.45,210.00,11.00,0.00,30.03,M,6.21,M,SCT,BKN,M,M,4800.00,8300.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 102230Z 21011KT 9999 SCT048 BKN083 12/07 Q1017 NOSIG,M
LFPG,2026-03-10 23:00,53.60,44.60,71.45,210.00,10.00,0.00,30.00,M,6.21,M,SCT,BKN,M,M,4000.00,8600.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 102300Z 21010KT 9999 SCT040 BKN086 12/07 Q1016 NOSIG,M
LFPG,2026-03-10 23:30,53.60,46.40,76.51,190.00,9.00,0.00,30.00,M,6.21,M,FEW,SCT,BKN,M,3300.00,4000.00,8300.00,M,M,M,M,M,M,M,M,53.60,LFPG 102330Z 19009KT 9999 FEW033 SCT040 BKN083 12/08 Q1016 NOSIG,M
LFPG,2026-03-11 00:00,53.60,46.40,76.51,190.00,9.00,0.00,30.00,M,6.21,M,SCT,BKN,BKN,M,3300.00,4800.00,8300.00,M,M,M,M,M,M,M,M,53.60,LFPG 110000Z 19009KT 9999 SCT033 BKN048 BKN083 12/08 Q1016 NOSIG,M
LFPG,2026-03-11 00:30,51.80,44.60,76.34,190.00,11.00,0.00,30.00,M,6.21,M,SCT,SCT,BKN,M,3200.00,4800.00,16000.00,M,M,M,M,M,M,M,M,51.80,LFPG 110030Z 19011KT 9999 SCT032 SCT048 BKN160 11/07 Q1016 NOSIG,M
LFPG,2026-03-11 01:00,51.80,44.60,76.34,200.00,12.00,0.00,30.00,M,6.21,M,FEW,BKN,BKN,M,2500.00,3300.00,16000.00,M,M,M,M,M,M,M,M,51.80,LFPG 110100Z 20012KT 9999 FEW025 BKN033 BKN160 11/07 Q1016 NOSIG,M
LFPG,2026-03-11 01:30,51.80,46.40,81.74,200.00,11.00,0.00,29.97,M,6.21,M,FEW,SCT,BKN,M,2600.00,3600.00,16000.00,M,M,M,M,M,M,M,M,51.80,LFPG 110130Z 20011KT 9999 FEW026 SCT036 BKN160 11/08 Q1015 NOSIG,M
LFPG,2026-03-11 02:00,51.80,46.40,81.74,210.00,12.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,2500.00,16000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 110200Z 21012KT 9999 FEW025 BKN160 11/08 Q1015 NOSIG,M
LFPG,2026-03-11 02:30,51.80,46.40,81.74,220.00,11.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,2000.00,15000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 110230Z 22011KT 9999 FEW020 BKN150 11/08 Q1015 NOSIG,M
LFPG,2026-03-11 03:00,51.80,46.40,81.74,200.00,14.00,0.00,29.94,M,6.21,M,BKN,BKN,BKN,M,1500.00,9300.00,11000.00,M,M,M,M,M,M,M,M,51.80,LFPG 110300Z 20014KT 9999 BKN015 BKN093 BKN110 11/08 Q1014 NOSIG,M
LFPG,2026-03-11 03:30,51.80,46.40,81.74,210.00,15.00,0.00,29.94,M,6.21,M,SCT,SCT,BKN,M,2000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,51.80,LFPG 110330Z 21015KT 9999 SCT020 SCT090 BKN110 11/08 Q1014 NOSIG,M
LFPG,2026-03-11 04:00,51.80,46.40,81.74,210.00,15.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 110400Z 21015KT 9999 BKN016 11/08 Q1014 TEMPO 22015G25KT 3000 -RA,M
LFPG,2026-03-11 04:30,51.80,46.40,81.74,210.00,15.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,-RA,M,M,M,M,M,M,51.80,LFPG 110430Z 21015KT 9999 -RA BKN017 11/08 Q1014 TEMPO 22015G25KT,M
LFPG,2026-03-11 05:00,50.00,46.40,87.37,200.00,16.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1500.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 110500Z 20016KT 9999 -RA BKN015 10/08 Q1014 TEMPO 22015G25KT,M
LFPG,2026-03-11 05:30,50.00,46.40,87.37,200.00,15.00,0.00,29.91,M,3.11,M,BKN,M,M,M,1200.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 110530Z 20015KT 5000 -RA BKN012 10/08 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 06:00,50.00,46.40,87.37,200.00,16.00,0.00,29.91,M,3.11,M,BKN,M,M,M,1000.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 110600Z 20016KT 5000 -RA BKN010 10/08 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 06:30,50.00,46.40,87.37,200.00,15.00,0.00,29.91,M,3.11,M,BKN,M,M,M,1000.00,M,M,M,-RA,M,M,M,M,M,M,50.00,COR LFPG 110630Z 20015KT 5000 -RA BKN010 10/08 Q1013 TEMPO 22015G25KT 3000 RA BKN010,M
LFPG,2026-03-11 07:00,50.00,46.40,87.37,200.00,17.00,0.00,29.91,M,3.11,27.00,BKN,BKN,M,M,900.00,1700.00,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 110700Z 20017G27KT 5000 -RA BKN009 BKN017 10/08 Q1013 TEMPO 22015G25KT 3000 RA BKN010,M
LFPG,2026-03-11 07:30,48.20,46.40,93.45,200.00,16.00,0.00,29.91,M,2.17,M,BKN,BKN,M,M,1000.00,1900.00,M,M,RA,M,M,M,M,M,M,41.53,LFPG 110730Z 20016KT 3500 RA BKN010 BKN019 09/08 Q1013 TEMPO 22015G25KT 3000 RA BKN010,M
LFPG,2026-03-11 08:00,48.20,46.40,93.45,200.00,18.00,0.00,29.91,M,2.17,M,BKN,BKN,M,M,1000.00,1600.00,M,M,RA,M,M,M,M,M,M,41.07,LFPG 110800Z 20018KT 3500 RA BKN010 BKN016 09/08 Q1013 TEMPO 22015G25KT 3000 RA BKN010,M
LFPG,2026-03-11 08:30,48.20,46.40,93.45,210.00,16.00,0.00,29.91,M,2.17,M,BKN,BKN,M,M,700.00,1500.00,M,M,-RA,M,M,M,M,M,M,41.53,LFPG 110830Z 21016KT 3500 -RA BKN007 BKN015 09/08 Q1013 TEMPO 22015G25KT 3000 RA BKN010,M
LFPG,2026-03-11 09:00,48.20,48.20,100.00,200.00,16.00,0.00,29.91,M,2.17,M,BKN,BKN,M,M,700.00,1400.00,M,M,-RA,M,M,M,M,M,M,41.53,LFPG 110900Z 20016KT 3500 -RA BKN007 BKN014 09/09 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 09:30,50.00,48.20,93.50,210.00,18.00,0.00,29.91,M,1.86,M,BKN,M,M,M,700.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 110930Z 21018KT 3000 -RA BKN007 10/09 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 10:00,50.00,48.20,93.50,210.00,16.00,0.00,29.91,M,2.49,M,BKN,M,M,M,600.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 111000Z 21016KT 4000 -RA BKN006 10/09 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 10:30,50.00,50.00,100.00,210.00,13.00,0.00,29.91,M,2.49,M,BKN,M,M,M,500.00,M,M,M,-RA,M,M,M,M,M,M,50.00,LFPG 111030Z 21013KT 4000 -RA BKN005 10/10 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 11:00,50.00,50.00,100.00,230.00,12.00,0.00,29.91,M,4.35,M,BKN,BKN,M,M,500.00,1200.00,M,M,-DZ,M,M,M,M,M,M,50.00,LFPG 111100Z 23012KT 7000 -DZ BKN005 BKN012 10/10 Q1013 TEMPO 22015G25KT,M
LFPG,2026-03-11 11:30,51.80,50.00,93.55,250.00,12.00,0.00,29.94,M,6.21,M,SCT,SCT,BKN,M,800.00,1600.00,4900.00,M,M,M,M,M,M,M,M,51.80,LFPG 111130Z 25012KT 9999 SCT008 SCT016 BKN049 11/10 Q1014 TEMPO 22015G25KT,M
LFPG,2026-03-11 12:00,51.80,48.20,87.47,280.00,11.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,800.00,1600.00,4900.00,M,M,M,M,M,M,M,M,51.80,LFPG 111200Z 28011KT 9999 FEW008 SCT016 BKN049 11/09 Q1014 TEMPO 22015G25KT,M
LFPG,2026-03-11 12:30,53.60,48.20,81.87,280.00,9.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,1600.00,5000.00,9400.00,M,M,M,M,M,M,M,M,53.60,LFPG 111230Z 28009KT 9999 FEW016 SCT050 BKN094 12/09 Q1014 TEMPO 22015G25KT,M
LFPG,2026-03-11 15:00,57.20,44.60,62.70,310.00,12.00,0.00,29.97,M,6.21,M,BKN,SCT,M,M,3200.00,6600.00,M,M,M,M,M,M,M,M,M,57.20,LFPG 111500Z 31012KT 9999 BKN032 SCT066 14/07 Q1015 TEMPO 30015G25KT SCT025TCU,M
LFPG,2026-03-11 15:30,55.40,42.80,62.46,300.00,15.00,0.00,29.97,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 111530Z 30015KT 9999 BKN036 13/06 Q1015 TEMPO 30015G25KT SCT025TCU,M
LFPG,2026-03-11 16:00,55.40,39.20,54.33,300.00,15.00,0.00,30.00,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,55.40,LFPG 111600Z 30015KT 9999 BKN040 13/04 Q1016 TEMPO 30015G25KT,M
LFPG,2026-03-11 16:30,53.60,39.20,58.02,300.00,16.00,0.00,30.00,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 111630Z 30016KT 9999 SCT040 12/04 Q1016 TEMPO 30015G25KT,M
LFPG,2026-03-11 17:00,51.80,39.20,61.99,290.00,14.00,0.00,30.03,M,6.21,M,SCT,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 111700Z 29014KT 9999 SCT043 11/04 Q1017,M
LFPG,2026-03-11 17:30,51.80,39.20,61.99,300.00,13.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 111730Z 30013KT CAVOK 11/04 Q1018,M
LFPG,2026-03-11 18:00,50.00,39.20,66.26,290.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 111800Z 29010KT CAVOK 10/04 Q1018,M
LFPG,2026-03-11 18:30,48.20,37.40,66.04,290.00,9.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.66,LFPG 111830Z 29009KT CAVOK 09/03 Q1019,M
LFPG,2026-03-11 19:00,48.20,37.40,66.04,290.00,7.00,0.00,30.12,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,44.53,LFPG 111900Z 29007KT 9999 FEW040 09/03 Q1020,M
LFPG,2026-03-11 19:30,48.20,37.40,66.04,290.00,8.00,0.00,30.12,M,6.21,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,44.07,LFPG 111930Z 29008KT 9999 FEW038 09/03 Q1020,M
LFPG,2026-03-11 20:30,46.40,39.20,75.84,280.00,7.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.33,LFPG 112030Z 28007KT CAVOK 08/04 Q1021,M
LFPG,2026-03-11 21:00,46.40,39.20,75.84,280.00,4.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.24,LFPG 112100Z 28004KT CAVOK 08/04 Q1022,M
LFPG,2026-03-11 21:30,46.40,39.20,75.84,260.00,6.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.87,LFPG 112130Z 26006KT CAVOK 08/04 Q1022,M
LFPG,2026-03-11 22:30,44.60,39.20,81.20,230.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,LFPG 112230Z 23005KT CAVOK 07/04 Q1022,M
LFPG,2026-03-11 23:00,44.60,37.40,75.67,240.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.71,LFPG 112300Z 24006KT CAVOK 07/03 Q1023,M
LFPG,2026-03-11 23:30,44.60,39.20,81.20,230.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.14,LFPG 112330Z 23007KT CAVOK 07/04 Q1023,M
LFPG,2026-03-12 00:00,44.60,39.20,81.20,240.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.14,LFPG 120000Z 24007KT CAVOK 07/04 Q1023 NOSIG,M
LFPG,2026-03-12 00:30,42.80,39.20,86.99,240.00,8.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.42,LFPG 120030Z 24008KT CAVOK 06/04 Q1023 NOSIG,M
LFPG,2026-03-12 01:00,42.80,39.20,86.99,240.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.54,LFPG 120100Z 24006KT CAVOK 06/04 Q1023 NOSIG,M
LFPG,2026-03-12 01:30,42.80,37.40,81.06,240.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,LFPG 120130Z 24005KT CAVOK 06/03 Q1023 NOSIG,M
LFPG,2026-03-12 02:00,42.80,37.40,81.06,220.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.94,LFPG 120200Z 22007KT CAVOK 06/03 Q1023 NOSIG,M
LFPG,2026-03-12 02:30,41.00,37.40,86.89,240.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,LFPG 120230Z 24006KT CAVOK 05/03 Q1023 NOSIG,M
LFPG,2026-03-12 03:00,42.80,39.20,86.99,230.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,LFPG 120300Z 23005KT CAVOK 06/04 Q1023 NOSIG,M
LFPG,2026-03-12 03:30,41.00,37.40,86.89,230.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.75,LFPG 120330Z 23007KT CAVOK 05/03 Q1023 NOSIG,M
LFPG,2026-03-12 04:00,41.00,39.20,93.24,220.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.75,LFPG 120400Z 22007KT CAVOK 05/04 Q1023 NOSIG,M
LFPG,2026-03-12 04:30,41.00,37.40,86.89,200.00,6.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,LFPG 120430Z 20006KT CAVOK 05/03 Q1023 NOSIG,M
LFPG,2026-03-12 05:00,39.20,37.40,93.19,180.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.95,LFPG 120500Z 18005KT CAVOK 04/03 Q1023 NOSIG,M
LFPG,2026-03-12 05:30,39.20,37.40,93.19,170.00,5.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.95,LFPG 120530Z 17005KT CAVOK 04/03 Q1023 NOSIG,M
LFPG,2026-03-12 06:00,39.20,37.40,93.19,190.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.56,LFPG 120600Z 19007KT CAVOK 04/03 Q1023 NOSIG,M
LFPG,2026-03-12 06:30,39.20,37.40,93.19,180.00,7.00,0.00,30.21,M,6.21,M,SCT,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,33.56,LFPG 120630Z 18007KT 9999 SCT046 04/03 Q1023 NOSIG,M
LFPG,2026-03-12 07:00,39.20,37.40,93.19,180.00,8.00,0.00,30.21,M,6.21,M,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,32.98,LFPG 120700Z 18008KT 9999 BKN046 04/03 Q1023 NOSIG,M
LFPG,2026-03-12 07:30,41.00,39.20,93.24,170.00,7.00,0.00,30.21,M,6.21,M,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,35.75,LFPG 120730Z 17007KT 9999 BKN046 05/04 Q1023 NOSIG,M
LFPG,2026-03-12 08:00,41.00,39.20,93.24,170.00,7.00,0.00,30.21,M,6.21,M,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,35.75,LFPG 120800Z 17007KT 9999 BKN046 05/04 Q1023 NOSIG,M
LFPG,2026-03-12 08:30,42.80,39.20,86.99,180.00,7.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.94,LFPG 120830Z 18007KT 160V270 CAVOK 06/04 Q1023 NOSIG,M
LFPG,2026-03-12 09:00,44.60,39.20,81.20,170.00,9.00,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.18,LFPG 120900Z 17009KT CAVOK 07/04 Q1023 NOSIG,M
LFPG,2026-03-12 09:30,46.40,39.20,75.84,190.00,9.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,4000.00,5000.00,M,M,M,M,M,M,M,M,M,41.42,LFPG 120930Z 19009KT 160V230 9999 FEW040 SCT050 08/04 Q1023 NOSIG,M
LFPG,2026-03-12 10:00,50.00,39.20,66.26,200.00,13.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 121000Z 20013KT 9999 FEW036 10/04 Q1023 NOSIG,M
LFPG,2026-03-12 10:30,51.80,39.20,61.99,210.00,17.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,51.80,LFPG 121030Z 21017KT 9999 FEW036 11/04 Q1022 NOSIG,M
LFPG,2026-03-12 11:00,53.60,41.00,62.22,200.00,16.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,3000.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121100Z 20016KT 9999 FEW030 SCT260 12/05 Q1022 NOSIG,M
LFPG,2026-03-12 11:30,53.60,39.20,58.02,210.00,18.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,3000.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121130Z 21018KT 9999 SCT030 SCT260 12/04 Q1021 NOSIG,M
LFPG,2026-03-12 12:00,55.40,37.40,50.63,210.00,18.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,4100.00,26000.00,M,M,M,M,M,M,M,M,M,55.40,LFPG 121200Z 21018KT 9999 SCT041 SCT260 13/03 Q1021 NOSIG,M
LFPG,2026-03-12 12:30,55.40,35.60,47.15,220.00,18.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,4100.00,26000.00,M,M,M,M,M,M,M,M,M,55.40,LFPG 121230Z 22018KT 9999 SCT041 SCT260 13/02 Q1021 NOSIG,M
LFPG,2026-03-12 13:00,53.60,37.40,54.07,210.00,19.00,0.00,30.12,M,6.21,M,BKN,SCT,M,M,4100.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121300Z 21019KT 9999 BKN041 SCT260 12/03 Q1020 NOSIG,M
LFPG,2026-03-12 13:30,53.60,39.20,58.02,220.00,18.00,0.00,30.12,M,6.21,M,BKN,SCT,M,M,4100.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121330Z 22018KT 9999 BKN041 SCT260 12/04 Q1020 NOSIG,M
LFPG,2026-03-12 14:00,53.60,39.20,58.02,220.00,17.00,0.00,30.12,M,6.21,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 121400Z 22017KT 9999 BKN041 12/04 Q1020 NOSIG,M
LFPG,2026-03-12 14:30,53.60,39.20,58.02,220.00,17.00,0.00,30.12,M,6.21,M,BKN,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 121430Z 22017KT 9999 BKN041 12/04 Q1020 NOSIG,M
LFPG,2026-03-12 15:00,53.60,41.00,62.22,210.00,17.00,0.00,30.12,M,6.21,M,OVC,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 121500Z 21017KT 9999 OVC040 12/05 Q1020 NOSIG,M
LFPG,2026-03-12 15:30,53.60,39.20,58.02,210.00,17.00,0.00,30.12,M,6.21,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 121530Z 21017KT 9999 OVC038 12/04 Q1020 NOSIG,M
LFPG,2026-03-12 16:00,53.60,41.00,62.22,210.00,16.00,0.00,30.09,M,6.21,M,BKN,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,53.60,COR LFPG 121600Z 21016KT 9999 BKN038 12/05 Q1019 NOSIG,M
LFPG,2026-03-12 16:30,53.60,41.00,62.22,210.00,16.00,0.00,30.09,M,6.21,M,BKN,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,53.60,LFPG 121630Z 21016KT 9999 BKN038 12/05 Q1019 NOSIG,M
LFPG,2026-03-12 17:00,53.60,41.00,62.22,210.00,18.00,0.00,30.06,M,6.21,M,SCT,SCT,M,M,3800.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121700Z 21018KT 9999 SCT038 SCT260 12/05 Q1018 NOSIG,M
LFPG,2026-03-12 17:30,53.60,41.00,62.22,200.00,16.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,4000.00,26000.00,M,M,M,M,M,M,M,M,M,53.60,LFPG 121730Z 20016KT 9999 SCT040 BKN260 12/05 Q1018 NOSIG,M
LFPG,2026-03-12 18:00,51.80,41.00,66.48,190.00,17.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,4000.00,26000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 121800Z 19017KT 9999 SCT040 BKN260 11/05 Q1018 NOSIG,M
LFPG,2026-03-12 18:30,51.80,41.00,66.48,200.00,15.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,3600.00,26000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 121830Z 20015KT 9999 SCT036 BKN260 11/05 Q1018 NOSIG,M
LFPG,2026-03-12 19:00,51.80,42.80,71.26,200.00,17.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,3600.00,26000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 121900Z 20017KT 9999 FEW036 BKN260 11/06 Q1017 NOSIG,M
LFPG,2026-03-12 19:30,51.80,42.80,71.26,200.00,17.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,2700.00,26000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 121930Z 20017KT 9999 FEW027 BKN260 11/06 Q1017 NOSIG,M
LFPG,2026-03-12 20:00,51.80,42.80,71.26,200.00,15.00,0.00,30.03,M,6.21,M,SCT,BKN,M,M,3900.00,26000.00,M,M,M,M,M,M,M,M,M,51.80,LFPG 122000Z 20015KT 9999 SCT039 BKN260 11/06 Q1017 NOSIG,M
LFPG,2026-03-12 20:30,50.00,42.80,76.17,200.00,13.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,3000.00,24000.00,M,M,M,M,M,M,M,M,M,50.00,LFPG 122030Z 20013KT 9999 FEW030 BKN240 10/06 Q1017 NOSIG,M
LFPG,2026-03-12 21:00,50.00,42.80,76.17,200.00,15.00,0.00,30.00,M,6.21,M,FEW,SCT,M,M,2700.00,24000.00,M,M,M,M,M,M,M,M,M,50.00,LFPG 122100Z 20015KT 9999 FEW027 SCT240 10/06 Q1016 NOSIG,M
LFPG,2026-03-12 21:30,50.00,42.80,76.17,200.00,14.00,0.00,30.00,M,6.21,M,SCT,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 122130Z 20014KT 9999 SCT026 10/06 Q1016 NOSIG,M
LFPG,2026-03-12 22:00,50.00,42.80,76.17,200.00,16.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 122200Z 20016KT 9999 FEW024 10/06 Q1016 NOSIG,M
LFPG,2026-03-12 22:30,50.00,42.80,76.17,200.00,14.00,0.00,29.97,M,6.21,M,FEW,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 122230Z 20014KT 9999 FEW023 10/06 Q1015 NOSIG,M
LFPG,2026-03-12 23:00,50.00,42.80,76.17,200.00,14.00,0.00,29.97,M,6.21,M,SCT,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 122300Z 20014KT 9999 SCT021 10/06 Q1015 NOSIG,M
LFPG,2026-03-12 23:30,50.00,42.80,76.17,210.00,17.00,0.00,29.94,M,6.21,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 122330Z 21017KT 9999 SCT020 10/06 Q1014 NOSIG,M
LFPG,2026-03-13 00:00,50.00,44.60,81.60,200.00,18.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130000Z 20018KT 9999 BKN019 10/07 Q1013 NOSIG,M
LFPG,2026-03-13 00:30,50.00,42.80,76.17,210.00,20.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130030Z 21020KT 9999 BKN018 10/06 Q1013 NOSIG,M
LFPG,2026-03-13 01:00,50.00,44.60,81.60,210.00,21.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130100Z 21021KT 9999 BKN018 10/07 Q1013 NOSIG,M
LFPG,2026-03-13 01:30,50.00,44.60,81.60,210.00,18.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130130Z 21018KT 9999 BKN016 10/07 Q1012 NOSIG,M
LFPG,2026-03-13 02:00,50.00,44.60,81.60,210.00,16.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130200Z 21016KT 9999 OVC016 10/07 Q1012 NOSIG,M
LFPG,2026-03-13 02:30,50.00,44.60,81.60,210.00,16.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130230Z 21016KT 9999 OVC016 10/07 Q1012 NOSIG,M
LFPG,2026-03-13 03:00,50.00,44.60,81.60,210.00,18.00,0.00,29.85,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130300Z 21018KT 9999 OVC016 10/07 Q1011 NOSIG,M
LFPG,2026-03-13 03:30,50.00,44.60,81.60,210.00,19.00,0.00,29.85,M,6.21,29.00,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,50.00,LFPG 130330Z 21019G29KT 9999 OVC016 10/07 Q1011 NOSIG,M
